geometry_label,sphere_diameter_um,cylinder_diameter_um,seed,wall_thickness_um,scale_window,n_loops,n_points_per_loop,grid_n,grid_extent_um,n_scales,scale_min_um,scale_max_um,elapsed_s,loop_scale_tests_per_s,min,mean,negative_fraction,contrast_abs_min_to_abs_mean,min_x_um,min_section_um,min_radius_from_sphere_um,source_role_area_fraction,source_role_mag_fraction,source_role_enrichment,near_shell_area_fraction,near_shell_mag_fraction,near_shell_enrichment,mid_gap_mag_fraction,wall_band_mag_fraction,boundary_mag_fraction,far_mag_fraction,readout_mag_fraction,central_axis_mag_fraction,top_decile_near_shell_fraction,top_decile_source_role_fraction,top_decile_boundary_fraction,top_decile_far_fraction,top_decile_count,peak_radial_bin_mid_um
baseline,1.0,4.0,1,0.2,broad_0p25_5p00,96,192,37,2.5,20,0.25,5.0,85.29253290989436,30817.234643234322,-0.5212540203799224,-0.06289699538446576,1.0,8.287423225762883,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7567567567567568,0.9279684192381428,4.14089986880438,0.15777940102264426,0.5068877313877044,5.487082980397819,0.3130611632190412,0.045750397898912706,0.021534099084310438,0.015136137225360046,0.023427995414713,0.0736239812633858,0.7007299270072993,1.0,0.0,0.0,137,1.125
baseline,1.0,4.0,7,0.2,broad_0p25_5p00,96,192,37,2.5,20,0.25,5.0,100.4739632899873,26160.807376670295,-0.5039992793569575,-0.06352208380251788,1.0,7.9342371847218915,0.0,1.1111111111111112,1.1111111111111112,0.7567567567567568,0.933115706583041,4.484312134012906,0.15777940102264426,0.5046484850749998,5.438148146278661,0.3140463501247206,0.04420635196231471,0.02073191238587294,0.014297140095401253,0.02189719247125976,0.06784425176346964,0.6934306569343066,1.0,0.0,0.0,137,1.125
baseline,1.0,4.0,17,0.2,broad_0p25_5p00,96,192,37,2.5,20,0.25,5.0,105.28652724507265,24965.01754570893,-0.4564225910522071,-0.05745351858858312,1.0,7.9442060689196,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7567567567567568,0.9301745594441295,4.281887481713723,0.15777940102264426,0.5022693718083958,5.3866391824932816,0.31239663955906616,0.04165832794335,0.01960377046509331,0.013052778915464107,0.024032570469650516,0.07440467263797741,0.7299270072992701,1.0,0.0,0.0,137,1.125
baseline,1.0,4.0,1,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,36.63841645489447,28696.436738590164,-0.6323198096056859,-0.027922131406959955,0.3725346968590212,22.645828872794144,0.0,1.1111111111111112,1.1111111111111112,0.7567567567567568,0.9941956419630372,55.05568107302876,0.15777940102264426,0.6325578308178591,9.189392388885446,0.35494857392350265,0.0023415801760829956,0.00048445587326101435,0.0,0.0009150833161596936,0.0043601028593491286,0.7450980392156863,1.0,0.0,0.0,51,1.125
baseline,1.0,4.0,7,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,29.77545933192596,35310.6895272199,-0.7211255947045806,-0.03333503872210064,0.38276113951789625,21.632661078221126,0.0,1.1111111111111112,1.1111111111111112,0.7567567567567568,0.9930836640358939,46.15239414289448,0.15777940102264426,0.6476580002999276,9.811985006642848,0.33579051206315974,0.0024566401911932144,0.0002254391420597089,0.0,0.001037020053474661,0.0032914114740717503,0.7735849056603774,1.0,0.0,0.0,53,1.125
baseline,1.0,4.0,17,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,47.732285768026486,22026.8521207982,-0.4922629039305058,-0.021788486043532604,0.28780131482834187,22.5927998368947,0.0,1.1111111111111112,1.1111111111111112,0.7567567567567568,0.996322020180526,87.07126720321246,0.15777940102264426,0.6596202887209276,10.34441405916937,0.3336140871826118,0.0009681672193756102,0.00013796318872312288,0.0,0.0,0.001103705509784983,0.825,1.0,0.0,0.0,40,1.125
baseline,1.0,4.0,1,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,36.69305821205489,28653.703213393717,-0.37476163625940223,-0.054324667795159674,0.8794740686632578,6.8985536675991135,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7567567567567568,0.9389162260720884,4.940665611028235,0.15777940102264426,0.5471126609563536,6.448551039029315,0.3187446688307195,0.03208636877618948,0.014343273865859995,0.005768046420150328,0.0207063496284471,0.06579762739933628,0.7851239669421488,1.0,0.0,0.0,121,1.125
baseline,1.0,4.0,7,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,32.26246808608994,32588.703294318355,-0.35351931639012585,-0.053172376813485314,0.9225712198685172,6.64855207865126,0.0,0.9722222222222223,0.9722222222222223,0.7567567567567568,0.9410129930619273,5.127713334788526,0.15777940102264426,0.5325870852427221,6.082266975987064,0.32217432960308506,0.03223404982577297,0.014079666377653958,0.005728028732928204,0.01938320784360664,0.062476105958071404,0.7637795275590551,1.0,0.0,0.0,127,1.125
baseline,1.0,4.0,17,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,46.89628132991493,22419.517500832666,-0.3800988869808781,-0.0505098228947986,0.8765522279035792,7.525246876682673,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7567567567567568,0.9435625929501588,5.373882184870193,0.15777940102264426,0.5427762237296127,6.336764468110666,0.32645230594243846,0.02392559772549071,0.010139477233357983,0.0037318295642288298,0.019521424315387153,0.06202588937524752,0.7666666666666667,1.0,0.0,0.0,120,1.125
baseline,1.0,4.0,1,0.4,broad_0p25_5p00,96,192,37,2.5,20,0.25,5.0,82.72882461198606,31772.239147939934,-0.6286750208943256,-0.07324467747198188,1.0,8.583217819954374,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7567567567567568,0.929169758387883,4.216584629045728,0.15777940102264426,0.5500006477809857,6.524194030465286,0.28524587582085376,0.03928698527734158,0.033592985189872596,0.003097737655261148,0.024157644006757094,0.07515145967679816,0.8029197080291971,1.0,0.0,0.0,137,1.125
baseline,1.0,4.0,7,0.4,broad_0p25_5p00,96,192,37,2.5,20,0.25,5.0,109.09681368805468,24093.09594976558,-0.7053000053626994,-0.07425008798315749,1.0,9.49897871532066,0.13888888888888884,1.1111111111111112,1.1197580205970208,0.7567567567567568,0.9339449639644878,4.544643581734225,0.15777940102264426,0.5479957511068636,6.471578597839874,0.28597309868608306,0.0378192089764355,0.03246850144706379,0.0029249762412735555,0.022665746226388898,0.0698154657462413,0.781021897810219,1.0,0.0,0.0,137,1.125
baseline,1.0,4.0,17,0.4,broad_0p25_5p00,96,192,37,2.5,20,0.25,5.0,94.09880008897744,27933.19359560989,-0.5627578282561843,-0.06692897376160777,1.0,8.408284135069124,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7567567567567568,0.931060788241643,4.341064126562085,0.15777940102264426,0.545039338568146,6.394838167937685,0.2855599631139435,0.03576055905754047,0.03080983177178537,0.002630088264279159,0.024239493361588732,0.07493765452305215,0.7883211678832117,1.0,0.0,0.0,137,1.125
baseline,1.0,4.0,1,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,36.72035330696963,28632.40424760409,-0.9163968036218252,-0.04120017786361059,0.3798392987582177,22.24254484180803,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7567567567567568,0.9921694017428487,40.72633826235431,0.15777940102264426,0.7184091126453934,13.61848485788177,0.2689517052230997,0.001586932697061713,0.001586932697061713,0.0,0.001240338169738594,0.006105073186008628,0.8653846153846154,1.0,0.0,0.0,52,1.125
baseline,1.0,4.0,7,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,37.04043294209987,28384.981397045067,-0.9848571298210311,-0.04723833599873132,0.3944485025566107,20.848683786141017,0.13888888888888884,1.1111111111111112,1.1197580205970208,0.7567567567567568,0.9897066339012182,30.905341014334795,0.15777940102264426,0.71883351560522,13.647098412517492,0.2635797838495234,0.0017335961178203633,0.0017335961178203633,0.0,0.0017544349420966759,0.005990838914164502,0.8727272727272727,1.0,0.0,0.0,55,1.125
baseline,1.0,4.0,17,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,42.57852542982437,24693.01107509812,-0.7252622788464737,-0.03318169572902384,0.32359386413440466,21.857300023762527,0.0,-1.1111111111111112,1.1111111111111112,0.7567567567567568,0.9936976070949401,50.679608061897994,0.15777940102264426,0.7420177270143337,15.353237642357469,0.24945558973733148,0.0006357389965673051,0.0006357389965673051,0.0,0.0006794429005143517,0.004281433117922222,0.9111111111111111,1.0,0.0,0.0,45,1.125
baseline,1.0,4.0,1,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,29.980760823003948,35068.88988598572,-0.4257628456775883,-0.06197939165020406,0.8802045288531775,6.869426019546717,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7567567567567568,0.9339213886455134,4.542907479827549,0.15777940102264426,0.5748206268692041,7.216651160617464,0.29359622819689374,0.028123562979723737,0.0254194846774543,0.0008193083055939031,0.023288187197532794,0.07449896061850064,0.8842975206611571,1.0,0.0,0.0,121,0.875
baseline,1.0,4.0,7,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,43.5205564990174,24158.514609613,-0.40099783944312334,-0.06079691570492819,0.9225712198685172,6.5956937912661004,0.0,0.9722222222222223,0.9722222222222223,0.7567567567567568,0.934949589106102,4.619794197369083,0.15777940102264426,0.5580998977679126,6.741606460081536,0.29882312113903875,0.02819157886033563,0.02551444694785527,0.0008256270569610497,0.023595157725646246,0.0735253125230683,0.8661417322834646,1.0,0.0,0.0,127,0.875
baseline,1.0,4.0,17,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,40.02493735495955,26268.423375051716,-0.41911731349504394,-0.05837655676220284,0.8765522279035792,7.1795483793660555,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7567567567567568,0.9372552913852108,4.80137108012339,0.15777940102264426,0.5700767617725416,7.078120859281653,0.3008868185742782,0.020701421440279033,0.01894806605301815,0.0005089661169048931,0.023116902095358407,0.07301210798313575,0.875,1.0,0.0,0.0,120,0.875
cylinder_3p8,1.0,3.8,1,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,44.38598279398866,23687.478204096304,-0.9163968036218252,-0.04120017786361059,0.3798392987582177,22.24254484180803,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7027027027027027,0.9918410769332121,51.43142882647694,0.15777940102264426,0.7184091126453934,13.61848485788177,0.2689517052230997,0.006961471085495715,0.001586932697061713,0.0,0.001240338169738594,0.006105073186008628,0.8653846153846154,1.0,0.0,0.0,52,1.125
cylinder_3p8,1.0,3.8,1,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,44.063296909909695,23860.94717673169,-0.4257628456775883,-0.06197939165020406,0.8802045288531775,6.869426019546717,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7027027027027027,0.9260258052650256,5.296173209927852,0.15777940102264426,0.5748206268692041,7.216651160617464,0.29359622819689374,0.04692965731562131,0.020743250763325564,0.005055667654341923,0.023288187197532794,0.07449896061850064,0.8842975206611571,1.0,0.0,0.0,121,0.875
cylinder_3p8,1.0,3.8,1,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,44.03950108005665,23873.839944025258,-1.2248500901067902,-0.059177982841976,0.38568298027757486,20.69773302982511,0.0,0.9722222222222223,0.9722222222222223,0.7027027027027027,0.9877499304888473,34.113618782342236,0.15777940102264426,0.7825282232616448,19.207580569268238,0.20188929020404814,0.004846631012765166,0.0011048350456809635,0.0,0.0026336893957444505,0.008408300595693025,0.9622641509433962,1.0,0.0,0.0,53,1.125
cylinder_3p8,1.0,3.8,1,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,44.3226197748445,23721.341503299907,-0.46160038566067657,-0.07013572503252123,0.8802045288531775,6.5815301039040675,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7027027027027027,0.9190356968203256,4.802397841252714,0.15777940102264426,0.5948510660296551,7.837347436233783,0.2720128857192768,0.041472040239493295,0.022463362225738238,0.002078114646779052,0.027398254515290443,0.08418423036872492,0.9421487603305785,1.0,0.0,0.0,121,0.875
cylinder_4p2,1.0,4.2,1,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,44.12664424488321,23826.692874383174,-0.4251164133516821,-0.018847912628694317,0.310445580715851,22.555092530749487,0.0,-1.1111111111111112,1.1111111111111112,0.8108108108108109,0.997362847578744,88.24594130116657,0.15777940102264426,0.5393403422525241,6.249687210408907,0.4487142591563346,0.0007176943580199874,0.0,0.0,0.0,0.0,0.627906976744186,1.0,0.0,0.0,43,1.125
cylinder_4p2,1.0,4.2,1,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,38.807169349864125,27092.72584457854,-0.33438723244990337,-0.0468176370521347,0.8780131482834186,7.1423346735235675,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.8108108108108109,0.9507759330820655,4.506895338189112,0.15777940102264426,0.5147980876634077,5.663566147375606,0.3471806862469389,0.020222949632265688,0.006190618567293472,0.003113144674308268,0.01724545441761672,0.05551954990418569,0.71900826446281,1.0,0.0,0.0,121,1.125
cylinder_4p2,1.0,4.2,1,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,38.770408461103216,27118.414319901196,-0.6323198096056859,-0.027922131406959955,0.3725346968590212,22.645828872794144,0.0,1.1111111111111112,1.1111111111111112,0.8108108108108109,0.9941956419630372,39.96634626042089,0.15777940102264426,0.6325578308178591,9.189392388885446,0.35494857392350265,0.00048445587326101435,0.00048445587326101435,0.0,0.0009150833161596936,0.0043601028593491286,0.7450980392156863,1.0,0.0,0.0,51,1.125
cylinder_4p2,1.0,4.2,1,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,38.27999640488997,27465.833300488317,-0.37476163625940223,-0.054324667795159674,0.8794740686632578,6.8985536675991135,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.8108108108108109,0.9442513738967305,3.9521210830876705,0.15777940102264426,0.5471126609563536,6.448551039029315,0.3187446688307195,0.017428375624441002,0.017428375624441002,0.0,0.0207063496284471,0.06579762739933628,0.7851239669421488,1.0,0.0,0.0,121,1.125
sphere_0p9,0.9,4.0,1,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,43.28730598790571,24288.691014722757,-0.5146250640848747,-0.021560834382049896,0.34477720964207453,23.86851338709401,0.0,1.1111111111111112,1.1111111111111112,0.7567567567567568,0.9924831272774839,42.43951514732882,0.14901387874360847,0.6284126813817145,9.657835732191403,0.3575554321830109,0.002050542791617657,0.0004182596497078452,0.0,0.0010456491242696129,0.005228245621348064,0.7083333333333334,1.0,0.0,0.0,48,1.125
sphere_0p9,0.9,4.0,1,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,42.74598374404013,24596.275671081978,-0.3469481230217886,-0.046991888476105026,0.8509861212563915,7.383149183251249,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7567567567567568,0.9342197813403663,4.564973115554824,0.14901387874360847,0.5488340467016823,6.947050950606686,0.31409982781687196,0.028512462662491054,0.012655394300143806,0.004928295110700969,0.02209323429425657,0.07031495079626013,0.8034188034188035,1.0,0.0,0.0,117,0.875
sphere_0p9,0.9,4.0,1,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,32.30699537601322,32543.787738943396,-0.6902969740653924,-0.032319847687346984,0.352081811541271,21.358299109053018,-0.13888888888888884,1.1111111111111112,1.1197580205970208,0.7567567567567568,0.990017835353246,31.87885892163454,0.14901387874360847,0.7194287634649043,14.643348862043386,0.26589208558736427,0.0013679338452044453,0.001367933845204445,0.0,0.001395122143409041,0.007254936369536325,0.8979591836734694,1.0,0.0,0.0,49,1.125
sphere_0p9,0.9,4.0,1,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,32.29329513502307,32557.594249951067,-0.3948918117493208,-0.053885285932407954,0.8509861212563915,7.328379258201598,0.13888888888888884,-0.9722222222222221,0.9820927516479826,0.7567567567567568,0.9285409960154666,4.176654994053846,0.14901387874360847,0.576827106079395,7.784371911467276,0.2881186306793613,0.024864941188129916,0.022522243226793585,0.000669177335965056,0.024743785098215544,0.07918506714290634,0.8803418803418803,1.0,0.0,0.0,117,0.875
sphere_1p1,1.1,4.0,1,0.2,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,32.22824741201475,32623.306708513075,-0.7532825984119569,-0.03556482442754377,0.3951789627465303,21.180551585362657,0.0,-1.1111111111111112,1.1111111111111112,0.7509130752373996,0.9938049148677661,53.212679205405905,0.16946676406135866,0.6890488964531442,10.860014844040936,0.29774975792735253,0.0035506310043845824,0.0008904518681600333,0.0,0.0007184367422980779,0.0035921837114903893,0.8181818181818182,1.0,0.0,0.0,55,1.125
sphere_1p1,1.1,4.0,1,0.2,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,43.34991459106095,24253.611798737067,-0.40930800074979473,-0.06189031226221689,0.8977355734112491,6.613442165482031,0.13888888888888884,-1.1111111111111112,1.1197580205970208,0.7509130752373996,0.930829789999999,4.463879309473947,0.16946676406135866,0.560250701393178,6.243810780978828,0.29787605799660727,0.0364439517081146,0.016074655535594968,0.006654822525921355,0.019319885194462313,0.061613557845913984,0.8292682926829268,1.0,0.0,0.0,123,1.125
sphere_1p1,1.1,4.0,1,0.4,mid_0p75_1p50,96,192,37,2.5,8,0.75,1.5,43.374827983090654,24239.68114432355,-1.180122720683909,-0.0524230413002638,0.40175310445580714,22.511527210420937,0.0,1.1111111111111112,1.1111111111111112,0.7509130752373996,0.9916465586774947,39.37791771189725,0.16946676406135866,0.7623709203374827,15.72313763648197,0.22423896381886677,0.0024088180530131816,0.0024088180530131816,0.0,0.0009748032913916069,0.00505712698034013,0.9090909090909091,1.0,0.0,0.0,55,1.125
sphere_1p1,1.1,4.0,1,0.4,upper_1p50_2p75,96,192,37,2.5,8,1.5,2.75,43.71231207018718,24052.536921675986,-0.4468151478258811,-0.07030840451878197,0.8977355734112491,6.355074487666981,-0.13888888888888884,0.9722222222222223,0.9820927516479827,0.7509130752373996,0.9251697170438824,4.101146523235021,0.16946676406135866,0.5844900008361577,6.893949316627702,0.27506519569640847,0.032080482649578974,0.028947017283171905,0.0009443369616590965,0.021872627173389975,0.07000530736269661,0.926829268292683,1.0,0.0,0.0,123,1.125
